Age,Gender,Location,Device_Type,Time_Spent,Pages_Visited,Product_Category,Previous_Purchases,Avg_Order_Value,Discount,Purchase
59,Male,Hyderabad,Mobile,11.26624586,,Electronics,3,1785.589703,0.344760104,
48,Male,Bangalore,Mobile,13.65375892,15,Groceries,2,1621.828612,0.798917303,1
20,Female,Delhi,Desktop,12.62973058,14,Clothing,1,954.8957966,23.4640695,1
57,Female,Bangalore,Mobile,6.533451735,8,Beauty,4,1007.2302,18.21579621,1
41,Male,Mumbai,Mobile,4.6411477,6,Electronics,4,1015.12814,20.72061396,1
49,Male,Bangalore,Mobile,8.422658741,6,Clothing,3,1555.267659,0.298525617,1
39,Male,Pune,Mobile,2.694681903,3,Electronics,1,1186.842362,16.90746479,1
40,Female,Mumbai,Mobile,8.969503143,11,Clothing,4,1747.031959,28.72272645,1
19,Female,Delhi,Mobile,7.557192241,9,Clothing,2,200,17.70774808,1
44,Female,Pune,Tablet,6.601890494,8,Electronics,4,1071.574067,29.28876825,1
59,Female,Mumbai,Mobile,3.215890798,2,Beauty,1,,9.320758576,1
19,Female,Delhi,Desktop,9.54080032,9,Beauty,5,1371.829661,32.52568018,1
43,Female,Pune,Mobile,6.401897481,6,Groceries,3,1230.976121,23.53724962,1
34,Female,Pune,Desktop,4.490249493,6,Clothing,1,1898.92189,8.430523977,1
57,Female,Mumbai,,1,0,Groceries,2,570.3316142,9.468819034,1
50,Female,Hyderabad,Tablet,7.917455285,,Groceries,1,1522.745738,25.12121858,1
,Male,Pune,Mobile,13.31675479,19,Electronics,,1779.168212,33.19758373,1
56,Male,Pune,Mobile,12.98377764,10,Electronics,1,2428.323718,16.62511128,1
46,Male,Delhi,Mobile,6.62871123,9,Electronics,3,1259.117014,10.33201717,1
59,Male,Bangalore,Mobile,6.193363819,,Clothing,2,1662.229302,34.68046428,1
43,Female,Mumbai,Mobile,9.406322768,12,Electronics,3,598.0686037,26.77073167,1
52,Female,Mumbai,Mobile,5.004843682,5,,2,304.0218978,17.92341949,1
42,Male,Hyderabad,Desktop,8.905375699,7,Clothing,5,1922.387188,19.51600781,1
41,,Hyderabad,Mobile,10.29824084,13,Clothing,4,1497.219853,8.170258717,1
30,Male,Mumbai,Mobile,11.68079967,16,Beauty,5,8357.02538,25.0721052,1
24,Female,Hyderabad,Desktop,7.699537771,10,Electronics,2,813.2985555,14.34970042,
53,Male,Delhi,Desktop,7.388978749,6,Electronics,3,1759.95107,39.82580707,1
37,Female,Mumbai,Mobile,5.36605224,7,Electronics,2,2434.40892,19.20734061,1
18,Female,Hyderabad,Mobile,5.519358938,7,Beauty,1,6839.411217,19.43542425,1
25,Male,Mumbai,Mobile,7.320563324,9,Electronics,3,1638.290753,22.6340715,1
33,Female,Bangalore,Desktop,9.10209652,12,Beauty,1,1504.27804,36.67024012,1
31,Male,Pune,Desktop,10.74075388,14,Groceries,7,714.5592714,32.03272399,1
29,Male,Mumbai,,5.590463148,6,Beauty,6,2177.786468,18.04520279,1
40,Male,Pune,Desktop,,10,Groceries,3,1194.57118,28.74797064,1
32,Male,Hyderabad,Desktop,7.186629197,8,Electronics,4,1752.241628,23.44941995,1
45,Female,Pune,Mobile,7.935898117,6,Groceries,1,718.4828467,19.69468195,
51,Female,Mumbai,Desktop,5.758364963,6,Beauty,1,910.2701677,7.692630911,1
19,Female,Bangalore,Mobile,1,1,Clothing,2,2217.5437,18.55745054,1
49,Male,Hyderabad,Mobile,10.65213619,9,Groceries,3,1326.348856,9.832743481,1
40,Female,Mumbai,Mobile,10.21053169,,Groceries,3,2226.637738,36.59368599,1
39,Male,Hyderabad,Mobile,,6,Electronics,1,1460.88467,13.41627254,1
,Female,,Mobile,8.200972152,11,Beauty,4,579.0511135,38.09056058,1
39,Female,Pune,Tablet,9.547817653,13,Groceries,1,1946.0338,21.3222116,1
39,Female,Delhi,Mobile,3.312362429,2,Groceries,3,1205.053841,25.26177515,1
,,Mumbai,Mobile,6.412841968,9,Groceries,3,1849.344407,21.71761778,1
23,Female,Bangalore,,10.38279404,12,Groceries,,1512.605434,5.175224679,1
32,Female,Hyderabad,Tablet,4.23713173,,Clothing,,728.440886,15.03284876,1
54,Male,Pune,Mobile,8.880673796,,,4,1582.147383,3.965844491,1
,Female,Hyderabad,Mobile,,4,Electronics,2,2598.111571,24.91816177,1
25,Male,Mumbai,Mobile,9.399289947,12,Electronics,0,1746.493229,17.87496781,1
22,Female,Hyderabad,Mobile,7.893075553,10,Clothing,4,1471.241123,31.11939886,1
56,Male,Pune,Tablet,3.154604552,2,Beauty,0,2037.671701,8.81881924,1
21,Male,Mumbai,Tablet,11.49421806,9,Groceries,2,1605.334233,6.582642337,1
23,Female,Hyderabad,Mobile,5.79622527,6,Clothing,5,1604.767115,16.25328924,1
49,,Bangalore,Tablet,5.569242689,5,Beauty,1,954.1874139,37.06341533,1
47,Male,Mumbai,Desktop,8.601707592,8,Groceries,5,1616.924013,28.4168726,1
52,Male,Mumbai,Desktop,11.44591205,11,Clothing,4,2017.721708,16.75694499,1
57,Male,Bangalore,Mobile,4.952534543,6,Beauty,4,1081.968924,20.69088679,1
33,Male,Delhi,Mobile,8.18503955,11,Electronics,3,2212.247911,3.368520447,1
30,,Pune,Mobile,9.286449501,10,Electronics,,1454.146988,39.38303586,1
59,Female,Delhi,Desktop,10.07931682,14,Beauty,2,1056.115244,26.65629219,1
47,Male,Hyderabad,Mobile,8.529324666,8,Electronics,4,1998.816038,11.41616274,1
36,Male,Bangalore,Mobile,6.898916483,7,Beauty,2,1356.602882,23.43233577,
34,Female,Delhi,Mobile,5.517229338,5,Groceries,5,1879.757444,4.379294643,1
36,,Mumbai,Desktop,8.258431649,10,Beauty,3,1354.120684,38.63346675,1
45,Female,Hyderabad,Mobile,4.783582964,7,Groceries,3,1470.086928,6.991399515,1
43,Female,Hyderabad,Desktop,1,1,Clothing,,1746.780102,25.92121272,1
54,Female,Delhi,,9.309679412,9,Beauty,1,1645.448529,9.818178502,1
43,Female,Delhi,Mobile,10.71180452,13,Clothing,3,502.2341098,28.70245531,1
40,Female,Bangalore,Desktop,1,0,Electronics,6,939.37813,,1
26,,Pune,Mobile,4.970807886,,Groceries,3,1964.704992,26.93678916,1
29,Male,Delhi,Desktop,9.857462783,11,Beauty,,1433.931706,24.57997841,1
18,Female,Delhi,Mobile,14.17248641,15,Clothing,3,1238.134349,35.69876376,1
18,Male,Mumbai,Desktop,8.062381123,9,Groceries,3,820.7129924,3.14506844,1
51,Male,Hyderabad,Desktop,29.07995588,7,Groceries,2,960.1318394,13.23659063,1
49,Male,Pune,Tablet,7.451310677,6,Electronics,3,489.10068,9.931499185,1
42,Female,Mumbai,Desktop,12.12462926,15,Electronics,0,1449.359641,39.52055848,1
57,Female,Bangalore,Mobile,6.062107463,5,Groceries,8,1200.78121,15.57559119,1
18,Male,Bangalore,Desktop,5.60242398,7,Groceries,1,1016.706055,29.30450797,1
33,Female,Delhi,Desktop,6.551769433,9,Beauty,1,1465.938287,,1
56,Male,Delhi,,5.140014175,7,Groceries,3,1681.985315,,1
22,Male,Bangalore,Mobile,8.368010948,9,Beauty,2,2546.598966,9.559907208,1
39,Male,Delhi,Tablet,12.87403538,14,Groceries,2,,11.25138254,1
46,Male,Pune,Desktop,8.969237819,8,Electronics,3,2079.690522,,1
20,Female,Delhi,,7.242939494,9,Beauty,4,1986.550781,9.373002626,1
29,Female,Hyderabad,Mobile,7.124566193,7,Clothing,3,1110.45363,0.78605931,1
43,Female,Delhi,Desktop,3.310427574,3,Electronics,7,,35.17572227,1
33,Male,Mumbai,Mobile,10.64932933,10,,3,1271.183375,38.62439326,1
54,Female,Pune,Desktop,7.766488409,6,Beauty,3,1592.84429,13.66281548,1
39,Male,Mumbai,Mobile,7.458560259,9,Clothing,3,2254.565507,13.54027518,1
46,Female,Mumbai,Desktop,,14,Beauty,5,1802.803116,0.283672511,1
31,Male,Hyderabad,,8.896258725,11,Groceries,5,1754.304187,27.21002753,1
45,Male,Pune,,5.74462685,5,Clothing,4,1284.84534,33.01759583,1
22,Male,Pune,Tablet,6.720927211,5,Electronics,4,757.9716675,5.864332014,1
47,Female,Pune,Mobile,11.44533713,13,Electronics,2,1395.765895,6.386653975,1
22,Female,Pune,Desktop,8.339811232,6,Groceries,6,2103.304077,31.60333,1
29,Female,Pune,,3.685166065,3,Electronics,3,736.4160717,24.65162993,1
33,Female,Hyderabad,Mobile,10.7576868,13,Beauty,2,972.4553159,1.794422305,1
43,Male,Delhi,Desktop,5.995567743,5,Beauty,6,1563.133868,24.90187962,1
43,Female,Mumbai,Desktop,,18,Groceries,4,1007.672608,12.35670891,1
38,Female,Pune,Mobile,11.2401442,9,Electronics,3,1103.738276,14.74900622,1
56,Male,Delhi,Mobile,6.658034313,6,Electronics,3,1288.200709,30.78925673,1
53,,Delhi,Desktop,11.84304909,15,Groceries,6,817.1912979,32.43740771,1
50,Male,Mumbai,Desktop,8.203566532,,Clothing,4,1012.939077,16.01426507,1
47,Female,Hyderabad,Desktop,10.55832103,9,Electronics,2,1851.713958,37.88611744,1
54,Male,Bangalore,Desktop,9.454198452,,Clothing,1,846.3151089,16.25850872,1
40,Male,Bangalore,Mobile,5.460930035,5,Electronics,3,701.0639328,30.87344141,1
27,Male,,Desktop,,8,,4,1184.98751,19.35509058,1
22,Female,Mumbai,Mobile,11.08988245,11,Electronics,5,1865.977751,35.90129306,1
53,Male,Bangalore,Mobile,6.995674004,9,Electronics,6,1401.539096,36.31044975,
51,Female,Delhi,Mobile,6.78905461,9,Beauty,2,1267.709461,3.496672315,1
48,Female,Hyderabad,Mobile,5.134632262,5,Clothing,4,1522.179399,37.45973325,1
27,Male,Bangalore,Mobile,9.270797197,13,Clothing,4,627.1462836,33.02139366,1
36,Male,Delhi,Mobile,14.18757476,,Electronics,0,1747.352827,31.65242857,1
49,Female,Delhi,Desktop,4.797401257,7,Electronics,4,1691.717516,8.036453587,1
18,Male,Pune,Mobile,8.07265837,6,Clothing,5,1295.345763,32.20476835,1
22,Male,,Mobile,12.23666167,15,Beauty,2,2002.962256,34.00530939,1
21,Female,Pune,Mobile,7.761075826,8,Groceries,5,936.2519505,11.56601338,1
33,Female,,Mobile,9.357115389,10,Groceries,4,2063.954497,38.09040313,1
41,Male,Pune,Mobile,4.812819416,5,Clothing,,1577.246833,1.994405856,1
,Female,Pune,Mobile,9.284921292,12,Electronics,2,1331.723705,5.99637013,1
19,Male,Bangalore,Desktop,7.438567205,5,Electronics,2,1490.063182,21.50324552,1
45,Male,Delhi,Desktop,10.95718999,10,Beauty,0,1446.367617,23.03169884,1
49,Male,Hyderabad,Desktop,11.56215815,15,Groceries,4,,25.80600333,1
44,Female,Pune,Mobile,15.76869093,19,Beauty,1,961.6604363,0.678765173,1
37,Male,Hyderabad,Mobile,9.73889952,14,Groceries,2,1118.74038,38.41467098,1
41,Male,Pune,Desktop,8.97738895,11,Clothing,3,2018.151446,1.783523709,1
29,Male,Mumbai,Mobile,8.583152905,12,Groceries,2,1202.232532,5.722478109,1
52,Female,Pune,Mobile,6.940501122,8,,2,1950.266539,0.560580701,1
50,Female,Bangalore,Mobile,9.01545153,9,Beauty,1,2349.717992,22.67433733,1
50,Female,Delhi,Mobile,7.11379577,6,Beauty,3,1299.102487,37.29067536,1
54,Female,Mumbai,Mobile,8.505382929,11,Clothing,4,1840.681163,26.63788664,1
29,Female,Pune,Mobile,11.95279261,,Groceries,6,923.1538593,32.90629874,1
20,Male,Hyderabad,Mobile,4.980372304,4,Groceries,3,1877.366649,0.531248138,1
18,Female,Mumbai,Mobile,11.41963568,12,Beauty,2,1599.711993,21.68061194,1
50,Female,Mumbai,Desktop,11.9513452,17,Groceries,3,1736.519141,18.3825191,1
57,Female,Pune,Desktop,7.645794419,8,Electronics,1,1177.213964,19.95871777,1
27,Male,Mumbai,Desktop,1.634435303,1,,2,669.4582922,2.888527413,1
46,Female,,Desktop,6.176534039,6,,1,1751.626032,27.37741444,1
30,Female,Mumbai,Tablet,11.89098364,11,Groceries,3,,20.12881659,1
,Male,Hyderabad,Mobile,7.931395813,8,Clothing,4,1341.324754,30.60595399,1
48,Female,Pune,Mobile,,5,Clothing,2,1970.590933,19.41162536,1
19,Male,,Mobile,6.485675236,5,Clothing,2,1595.948868,5.975265449,1
52,Male,Mumbai,Desktop,10.52186008,14,Clothing,3,2474.171322,25.93027816,1
40,Male,Delhi,Desktop,9.640200705,10,Electronics,2,2012.554576,6.895454484,1
34,Male,Hyderabad,,7.283203702,10,Electronics,2,1173.050806,34.89578253,1
43,,Mumbai,Tablet,6.899526765,9,Beauty,3,1513.65669,24.52464956,1
25,Female,Bangalore,Mobile,6.824725553,6,Groceries,1,1476.314649,6.288155342,1
46,Male,Delhi,Tablet,5.232769447,6,Groceries,6,708.9116183,38.4935223,1
43,Male,Mumbai,Mobile,12.84612707,14,Clothing,2,1029.800542,20.73461853,1
27,Female,Delhi,Mobile,7.033038592,9,Electronics,2,1219.619547,2.915938075,1
43,Male,Mumbai,Mobile,11.65147556,11,Clothing,2,481.8897486,25.07331618,
51,,Pune,Mobile,12.56394816,16,Beauty,4,1523.746734,10.12795628,1
58,Female,Delhi,Mobile,10.99493269,,Groceries,1,1375.464078,32.14773808,1
24,Female,Bangalore,,6.705139062,6,Groceries,2,663.5530493,32.71288294,1
21,Male,Bangalore,Desktop,9.211190271,8,Clothing,4,1702.106433,39.15789423,1
28,Male,Hyderabad,Mobile,7.927413181,9,Beauty,3,1857.936372,20.07478124,1
46,Male,,Mobile,5.288894418,6,Groceries,3,1613.517239,18.19827519,1
53,Female,Delhi,Desktop,8.973077845,9,Beauty,3,1337.965912,30.13902422,1
42,Male,Hyderabad,Desktop,4.462880627,5,Beauty,6,1795.721076,5.298826254,
38,Male,Delhi,Mobile,11.56303817,12,Clothing,3,1840.11018,21.87662055,1
,Male,Mumbai,Mobile,6.606148108,8,Electronics,3,1653.701785,21.84990401,1
27,Female,Bangalore,Mobile,8.603478968,8,Clothing,1,1087.693875,3.578924912,1
54,Female,Pune,Mobile,8.849863615,12,Electronics,2,1638.300383,16.71936342,1
26,Male,Bangalore,Desktop,7.223285079,7,,4,2097.740325,34.13139194,1
,Male,Hyderabad,Mobile,9.760081404,10,Electronics,3,1201.685471,34.24614488,1
52,Male,Pune,Mobile,6.57528903,5,Beauty,3,2548.96967,3.969506597,1
,Male,Hyderabad,Desktop,10.61389189,9,Groceries,2,1237.184533,3.62883531,1
53,Female,Mumbai,Mobile,3.962060959,4,Groceries,3,1516.203507,10.50781908,1
,Female,Pune,Mobile,8.379138739,8,Groceries,1,1163.757202,34.9906425,1
,Female,Hyderabad,Mobile,13.816787,19,Clothing,2,,5.156103403,1
49,Female,Mumbai,Tablet,4.999006026,4,Clothing,2,628.8891537,28.79987211,1
41,Male,Bangalore,Mobile,5.966765088,6,Beauty,3,1226.979101,4.046624785,1
40,Male,Mumbai,Desktop,9.541723549,9,Groceries,5,953.9393998,24.92551415,1
49,,Delhi,Mobile,8.538745346,6,Clothing,3,1567.669174,14.24269196,1
